ID,Title,Subtitle,Genre,Popular,Recommended,Searchterms,Key,Year,Catalogue,Instruments,Movements,Description
9190,"O du Liebe meinder Liebe, BWV.491",,Vocal,0,0,,,,491,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
10047,"O Ewigkeit, du Donnerwort, BWV.397",,Vocal,0,0,,,,397,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9499,"O Ewigkeit, du Donnerwort, BWV.513",,Vocal,0,0,,,,513,,,"The title Notebook for Anna Magdalena Bach (German: Notenbüchlein für Anna Magdalena Bach) refers to either of two manuscript notebooks that the German Baroque composer Johann Sebastian Bach presented to his second wife, Anna Magdalena. Keyboard music (minuets, rondeaux, polonaises, chorales, sonatas, preludes, musettes, marches, gavottes) makes up most of both notebooks, and a few pieces for voice (songs, and arias) are included."
9583,"O finstre Nacht, wann wirst du doch vergeben, BWV.492",,Vocal,0,0,,,,492,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9184,"O Gott, du frommer Gott, BWV.398",,Vocal,0,0,,,,398,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9916,"O Gott, du frommer Gott, BWV.399",,Vocal,0,0,,,,399,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9755,"O Gott, du frommer Gott, BWV.767",,Keyboard,0,0,,,,767,,,
9135,"O Gott, du frommer Gott, BWV.1125",,Vocal,0,0,,,,1125,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9595,"O Herre Gott, dein göttlich's Wort, BWV.757",,Keyboard,0,0,,,,757,,,
9273,"O Herre Gott, dein göttlich's Wort, BWV.1110",,Keyboard,0,0,,,,1110,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
9297,"O Herzensangst, o Bangigkeit, BWV.400",,Vocal,0,0,,,,400,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9556,"O hilf Christe, Gottes Sohn, BWV.1084",,Vocal,0,0,,,,1084,,,"Jesus Christus ist um unsrer Missetat willen verwundet is a St Mark Passion which originated in the early 18th century and is most often attributed to Reinhard Keiser. It may also have been composed by his father Gottfried or by Friedrich Nicolaus Bruhns. Johann Sebastian Bach produced three performance versions of the Passion, the last of which is a pasticcio with arias from George Frideric Handel's Brockes Passion. There are two other extant 18th-century versions of the Passion, both of them independent of Bach's versions. The Passion was performed in at least three cities in the first half of the 18th century: in Hamburg in 1707 and 1711, in Weimar around 1712, and in Leipzig in 1726 and around 1747."
9529,"O Jesu, wie ist dein Gestalt, BWV.1094",,Keyboard,0,0,,,,1094,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
10238,"O Jesu Christ, mein Lebens Licht, BWV.118 ",,Vocal,0,0,,,,118,,,"O Jesu Christ, meins Lebens Licht (O Jesus Christ, light of my life), BWV&#160;118,&#91;a&#93; is a sacred motet composed by Johann Sebastian Bach. It is known to have been performed at a funeral, and was possibly a generic work intended for funerals.&#91;1&#93; When the work was first published in the nineteenth century it was called a cantata, perhaps because it has an instrumental accompaniment. While it is not an a cappella work, modern scholarship accepts it is a motet."
10031,"O Jesulein suss, o Jesulein mild, BWV.493",,Vocal,0,0,,,,493,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9754,"O Jesulein süss, o Jesulein mild, BWV.493",,Vocal,0,0,,,,493,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9730,"O Lamme Gottes, unschuldig, BWV.656",,Keyboard,0,0,,,,656,,,"The Great Eighteen Chorale Preludes, BWV 651–668, are a set of chorale preludes for organ prepared by Johann Sebastian Bach in Leipzig in his final decade (1740–1750), from earlier works composed in Weimar, where he was court organist. The works form an encyclopedic collection of large-scale chorale preludes, in a variety of styles harking back to the previous century, that Bach gradually perfected during his career. Together with the Orgelbüchlein, the Schübler Chorales, the third book of the Clavier-Übung and the Canonic Variations, they represent the summit of Bach's sacred music for solo organ.&#91;1&#93;"
9621,"O Lamm Gottes, unschuldig, BWV.401",,Vocal,0,0,,,,401,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10040,"O Lamm Gottes, unschuldig, BWV.618; Christe, du Lamm Gottes, BWV.619",,Keyboard,0,0,,,,618,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9306,"O Lamm Gottes unschuldig ",,Keyboard,0,0,,,,,,,
9540,"O Lamm Gottes unschuldig, BWV.618",,Keyboard,0,0,,,,618,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9697,"O Lamm Gottes unschuldig, BWV.1085",,Keyboard,0,0,,,,1085,,,
9425,"O Lamm Gottes unschuldig, BWV.1095",,Keyboard,0,0,,,,1095,,,"The Neumeister Collection is a compilation of 82 chorale preludes found in a manuscript copy produced by Johann Gottfried Neumeister (1757–1840). When the manuscript was rediscovered at Yale University in the 1980s it appeared to contain 31 previously unknown early chorale settings by Johann Sebastian Bach, which were added to the BWV catalogue as Nos.&#160;1090–1120, and published in 1985."
9225,"O liebe Seele, zieh' die Sinnen, BWV.494",,Vocal,0,0,,,,494,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9657,"O Mensch, bewein' dein' Sünde gross, BWV.622",,Keyboard,0,0,,,,622,,,"The Orgelbüchlein (Little Organ Book) BWV 599−644 is a set of 46 chorale preludes for organ – one of them is given in two versions – by Johann Sebastian Bach. All but three were written between 1708 and 1717 when Bach served as organist to the ducal court in Weimar; the remainder and a short two-bar fragment came no earlier than 1726, after the composer’s appointment as cantor at the Thomasschule in Leipzig."
9786,"O Mensch, bewein dein' Sunde gross, BWV.402",,Vocal,0,0,,,,402,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9842,"O Mensch, schau Jesum Christum an, BWV.403",,Vocal,0,0,,,,403,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10198,"Orchestral Suite no. 4 in D major, BWV.1069",,Orchestral,0,0,,,,1069,,,"The four orchestral suites BWV 1066–1069 (called ouvertures by their composer) are four suites by Johann Sebastian Bach from the years 1724–1731. The name ouverture refers only in part to the opening movement in the style of the French overture, in which a majestic opening section in relatively slow dotted-note rhythm in duple meter is followed by a fast fugal section, then rounded off with a short recapitulation of the opening music. More broadly, the term was used in Baroque Germany for a suite of dance-pieces in French Baroque style preceded by such an ouverture. This genre was extremely popular in Germany during Bach's day, and he showed far less interest in it than was &#91;1&#93; Christoph Graupner left 85; and Johann Friedrich Fasch left almost 100. Bach did write several other ouverture (suites) for solo instruments, notably the Cello Suite no. 5, BWV 1011, which also exists in the autograph Lute Suite in G minor, BWV 995, the Keyboard Partita no. 4 in D, BWV 828, and the Overture in the French style, BWV 831 for keyboard. The two keyboard works are among the few Bach published, and he prepared the lute suite for a ""Monsieur Schouster"", presumably for a fee, so all three may attest to the form's popularity."
10064,"Organ Trio in D minor, BWV.583",,Keyboard,0,0,,,,583,,,
9858,"O Trauerigkeit, o Herzeleid, BWV. Anh.200",,Keyboard,0,0,,,,,,,
9654,"O Traurigkeit, o Herzeleid, BWV.404",,Vocal,0,0,,,,404,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
10028,"Ouverture in F major, BWV.820",,Keyboard,0,0,,,,820,,,
9713,"O Vater, allmächtiger Gott, BWV.758",,Keyboard,0,0,,,,758,,,
9114,"Overture in D minor",,Chamber,0,0,,,,,,,
9525,"O Welt, sieh hier dein Leben, BWV.393",,Vocal,0,0,,,,393,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9984,"O Welt, sieh hier dein Leben, BWV.394",,Vocal,0,0,,,,394,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9437,"O Welt, sieh hier dein Leben, BWV.395",,Vocal,0,0,,,,395,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9423,"O wie selig seid ihr doch, BWV.495",,Vocal,0,0,,,,495,,,"Songs and arias by Johann Sebastian Bach are compositions listed in Chapter 6 of the Bach-Werke-Verzeichnis (BWV 439–524), which also includes the Quodlibet.&#91;1&#93; Most of the songs and arias included in this list are set for voice and continuo. Most of them are also spiritual, i.e. hymn settings, although a few have a worldly theme. The best known of these, ""Bist du bei mir"", was however not composed by Bach."
9398,"O wir armen Sunder, BWV.407",,Vocal,0,0,,,,407,,,"Johann Sebastian Bach's chorale harmonisations, alternatively named four-part chorales, are Lutheran hymn settings that characteristically conform to the following:"
9226,"Partita for Lute in C minor, BWV.997",,Chamber,0,0,,,,997,,,"The Suite in C minor, BWV&#160;997, by Johann Sebastian Bach,&#91;1&#93; exists in two versions:"
9265,"Partita for Lute in E major, BWV.1006a ",,Chamber,0,0,,,,1006,,,"The Partita No.&#160;3 in E&#160;major for solo violin, BWV&#160;1006.1 (formerly 1006),&#91;1&#93; is the last work in Johann Sebastian Bach's set of Sonatas and Partitas. It consists of the following movements:"
10049,"Partita in A minor for Solo Flute, BWV.1013",,Chamber,0,0,,,,1013,,,"The Partita in A minor for solo flute, BWV 1013, is a partita in four movements composed by Johann Sebastian Bach. Its date of composition is uncertain, though on the basis of its advanced playing technique, which is more demanding than in the flute part for the Fifth Brandenburg Concerto, for example, it must have been written after 1723.&#91;1&#93; The title, however, is the work of 20th-century editors. The title in the only surviving 18th-century manuscript is ""Solo p[our une] flûte traversière par J. S. Bach""."
9701,"Partita in C minor",,Keyboard,0,0,,,,,,,
9613,"Partita no. 1 for Solo Violin in B minor, BWV.1002",,Chamber,0,0,,,,1002,,,"The Partita No. 1 in B minor, BWV 1002 by Johann Sebastian Bach, is a piece for solo violin composed by 1720.&#91;1&#93; This partita is formed in the traditional way that consists of an allemande, a courante, sarabande and gigue in the baroque style, except that this work substitutes a bourrée (marked Tempo di Borea) for the more typical gigue. Also, each movement is followed by a variation called double in French, which elaborates on the chords of the prior movement. The movements in order are:"
9652,"Partita no. 1 in B flat major, BWV.825",,Keyboard,0,0,,,,825,,,"The Partitas, BWV 825–830, are a set of six keyboard suites written by Johann Sebastian Bach, published individually beginning in 1726, then together as Clavier-Übung I in 1731, the first of his works to be published under his own direction. They were, however, among the last of his keyboard suites to be composed, the others being the six English Suites, BWV 806-811 and the six French Suites, BWV 812-817, as well as the Overture in the French style, BWV 831."
9715,"Partita no. 2 in C minor, BWV.826",,Keyboard,0,0,,,,826,,,"The Partita for keyboard No. 2 in C minor, BWV 826, is a suite of six movements written for the harpsichord by Johann Sebastian Bach. It was announced in 1727,&#91;1&#93; issued individually, and then published as Bach's Clavier-Übung I in 1731.&#91;2&#93;"
9221,"Partita no. 3 for Solo Violin in E major, BWV.1006",,Chamber,0,0,,,,1006,,,"The Partita No.&#160;3 in E&#160;major for solo violin, BWV&#160;1006.1 (formerly 1006),&#91;1&#93; is the last work in Johann Sebastian Bach's set of Sonatas and Partitas. It consists of the following movements:"
9582,"Partita no. 3 in A minor, BWV.827",,Keyboard,0,0,,,,827,,,"The Partitas, BWV 825–830, are a set of six keyboard suites written by Johann Sebastian Bach, published individually beginning in 1726, then together as Clavier-Übung I in 1731, the first of his works to be published under his own direction. They were, however, among the last of his keyboard suites to be composed, the others being the six English Suites, BWV 806-811 and the six French Suites, BWV 812-817, as well as the Overture in the French style, BWV 831."
10090,"Partita no. 4 in D major, BWV.828",,Keyboard,0,0,,,,828,,,"Partita for keyboard No. 4 in D Major, BWV 828, is a keyboard suite by Johann Sebastian Bach, originally dated 1728.&#91;1&#93; It is the fourth suite in his Clavier-Übung I."
9090,"Partita no. 5 in G major, BWV.829",,Keyboard,0,0,,,,829,,,"The Partitas, BWV 825–830, are a set of six keyboard suites written by Johann Sebastian Bach, published individually beginning in 1726, then together as Clavier-Übung I in 1731, the first of his works to be published under his own direction. They were, however, among the last of his keyboard suites to be composed, the others being the six English Suites, BWV 806-811 and the six French Suites, BWV 812-817, as well as the Overture in the French style, BWV 831."
9836,"Partita no. 6 in E minor, BWV.830",,Keyboard,0,0,,,,830,,,"The Partita for keyboard No. 6 in E minor, BWV 830, is a suite of seven movements written for the harpsichord by Johann Sebastian Bach. It was published in 1731 both as a separate work and as part of Bach's Clavier-Übung I."
9721,"Passion According to St. Luke, BWV.246 ",,Vocal,0,0,,,,246,,,"The St Luke Passion (German: Lukas-Passion), BWV 246, is a Passion setting formerly attributed to Johann Sebastian Bach. It is included in the BWV catalog under the number 246. Now it appears in the catalogues under the heading apocryphal or anonymous."
9761,"Passion According to St. Mark, BWV.247 ",,Vocal,0,0,,,,247,,,"The St Mark Passion (German: Markus-Passion), BWV 247, is a lost Passion setting by Johann Sebastian Bach, first performed in Leipzig on Good Friday, 23 March 1731. Though Bach's music is lost, the libretto by Picander is still extant, and from this, the work can to some degree be reconstructed."
10110,"Pastorale in F major, BWV.590",,Keyboard,0,0,,,,590,,,
9821,"Pedal excercise, BWV.598 ",,Keyboard,0,0,,,,598,,,"The Pedal-Exercitium, BWV 598, is a short, virtuosic organ work for pedalboard alone, attributed to Johann Sebastian Bach and preserved in the handwriting of his son Carl Philipp Emanuel Bach. It consists of rapid broken-chord figurations and large leaps, serving as both a technical showpiece and a pedal exercise.&#91;1&#93;"
9699,"Praeambulum in C major, BWV.924",,Keyboard,0,0,,,,924,,,
9248,"Praeambulum in F major, BWV.927",,Keyboard,0,0,,,,927,,,
9987,"Preambulum in G minor, BWV.930",,Keyboard,0,0,,,,930,,,
9578,"Prelude, Fugue, and Allegro in E flat major for Lute, BWV.998",,Chamber,0,0,,,,998,,,"Prelude, Fugue, and Allegro in E-flat major, BWV 998, is a musical composition written by Johann Sebastian Bach for Lute or Harpsichord. The piece was written around 1735. The original manuscript with the title ""Prelude pour la Luth. ò Cembal. par J.S. Bach"" was sold at Christie's on July 13, 2016, for £2,518,500.&#91;1&#93;"
9427,"Prelude, Trio and Fugue, in B flat major, BWV.545b",,Keyboard,0,0,,,,545,,,
9107,"Prelude and Fughetta in E minor, BWV.900",,Keyboard,0,0,,,,900,,,
10240,"Prelude and Fughetta in F major, BWV.901",,Keyboard,0,0,,,,901,,,
10105,"Prelude and Fughetta in G major, BWV.902",,Keyboard,0,0,,,,902,,,
9625,"Prelude and Fugue in A major, BWV.536",,Keyboard,0,0,,,,536,,,
9534,"Prelude and Fugue in A major, BWV.896",,Keyboard,0,0,,,,896,,,
9674,"Prelude and Fugue in A minor, BWV.543, ""The Great""",,Keyboard,0,0,,,,543,,,"Prelude and Fugue in A minor, BWV 543 is a piece of organ music written by Johann Sebastian Bach&#91;1&#93; sometime around his years as court organist to the Duke of Saxe-Weimar (1708–1713).&#91;2&#93;"
10050,"Prelude and Fugue in A minor, BWV.551",,Keyboard,0,0,,,,551,,,
10147,"Prelude and Fugue in A minor, BWV.894",,Keyboard,0,0,,,,894,,,"Keyboard works (Klavierwerke) by Johann Sebastian Bach traditionally refers to Chapter 8 in the BWV catalogue or the fifth series of the New Bach Edition,&#91;1&#93; both of which list compositions for a solo keyboard instrument like the harpsichord or the clavichord. Despite the fact that the organ is also a keyboard instrument, and that in Bach's time the distinction wasn't always made whether a keyboard composition was for organ or another keyboard instrument, Wolfgang Schmieder ranged organ compositions in a separate section of the Bach-Werke-Verzeichnis (Nos. 525-771). Also other compositions for keyboard, like compositions for lute-harpsichord and fortepiano were listed outside the ""Klavierwerke"" range by Schmieder. Lute works are in the range 995–1000, Chapter 9 in the BWV catalogue.&#91;2&#93;"
9157,"Prelude and Fugue in A minor, BWV.895",,Keyboard,0,0,,,,895,,,
9649,"Prelude and Fugue in B minor, BWV.544",,Keyboard,0,0,,,,544,,,"Prelude and Fugue in B minor, BWV 544 is a piece of organ music written by Johann Sebastian Bach sometime between 1727 and 1731, during his tenure in Leipzig.&#91;1&#93; Unlike most other organ preludes and fugues of Bach, the autograph fair copy of the score survives.&#91;2&#93;"
9246,"Prelude and Fugue in C major, BWV.531",,Keyboard,0,0,,,,531,,,"Johann Sebastian Bach's Prelude and Fugue in C&#160;major, BWV&#160;531, is a prelude and fugue in C&#160;major, written for the organ c. 1707.&#91;1&#93;"
9104,"Prelude and Fugue in C major, BWV.545",,Keyboard,0,0,,,,545,,,
9753,"Prelude and Fugue in C major, BWV.547",,Keyboard,0,0,,,,547,,,
10045,"Prelude and Fugue in C minor, BWV.546",,Keyboard,0,0,,,,546,,,"Prelude and Fugue in C minor, BWV 546 is a piece of organ music written by Johann Sebastian Bach, with the prelude dating around his time in Leipzig (1723–1750), and the fugue dating around his time in Weimar (1708–1717).&#91;1&#93; Like most other organ prelude and fugues of Bach, no autograph score survives, with the oldest known score copied by Johann Peter Kellner, an acquaintance of Bach.&#91;2&#93; The work was played as a postlude for the funeral of Diana, Princess of Wales, the funeral of Prince Philip, Duke of Edinburgh, and the Committal of Queen Elizabeth II by organists Martin Neary and Luke Bond, respectively.&#91;3&#93;&#91;4&#93;&#91;5&#93;"
9769,"Prelude and Fugue in C minor, BWV.549",,Keyboard,0,0,,,,549,,,
9691,"Prelude and Fugue in D major, BWV.532",,Keyboard,0,0,,,,532,,,"Johann Sebastian Bach's Prelude and Fugue in D major, BWV&#160;532.2 (previously 532),&#91;1&#93; is a prelude and fugue written for the organ c.&#8201;1710.&#91;2&#93; BWV&#160;532.1 (previously 532/2a) is an earlier version of the Fugue.&#91;3&#93;"
10019,"Prelude and Fugue in D minor, BWV.539, ""Fiddle""",,Keyboard,0,0,,,,539,,,
9675,"Prelude and Fugue in E flat major, BWV.552, ""St. Anne's""",,Keyboard,0,0,,,,552,,,"The Clavier-Übung III, sometimes referred to as the German Organ Mass, is a collection of compositions for organ by Johann Sebastian Bach, started in 1735–36 and published in 1739. It is considered Bach's most significant and extensive work for organ, containing some of his most musically complex and technically demanding compositions for that instrument."
9112,"Prelude and Fugue in E minor, BWV.533, ""Cathedral""",,Keyboard,0,0,,,,533,,,"Organ compositions by Johann Sebastian Bach refers to the compositions in the seventh chapter of the Bach-Werke-Verzeichnis (BWV, catalogue of Bach's compositions),&#91;1&#93; or, in the New Bach Edition, the compositions in Series IV.&#91;2&#93;"
9254,"Prelude and Fugue in E minor, BWV.548, ""Wedge""",,Keyboard,0,0,,,,548,,,"Prelude and Fugue in E minor, BWV 548 is a piece of organ music written by Johann Sebastian Bach sometime between 1727 and 1736,&#91;1&#93; during his time in Leipzig. The work is sometimes called ""The Wedge"" due to the chromatic outward motion of the fugue theme.&#91;1&#93; Unlike most other organ preludes and fugues of Bach, the autograph fair copy of the score survives,&#91;2&#93; though the handwriting changes twenty two measures into the fugue to the hand of Johann Peter Kellner,&#91;3&#93; a likely pupil and acquaintance of Bach who played an important role in the copying of his manuscripts. Because of the work's immense scope, it has been referred to as ""a two-movement symphony"" for the organ.&#91;4&#93;"
9584,"Prelude and Fugue in F minor, BWV.534",,Keyboard,0,0,,,,534,,,
9061,"Prelude and Fugue in G major, BWV.541",,Keyboard,0,0,,,,541,,,"Organ compositions by Johann Sebastian Bach refers to the compositions in the seventh chapter of the Bach-Werke-Verzeichnis (BWV, catalogue of Bach's compositions),&#91;1&#93; or, in the New Bach Edition, the compositions in Series IV.&#91;2&#93;"
9906,"Prelude and Fugue in G major, BWV.550",,Keyboard,0,0,,,,550,,,
9466,"Prelude and Fugue in G minor, BWV.535",,Keyboard,0,0,,,,535,,,
9768,"Prelude and Partita in F major, BWV.833",,Keyboard,0,0,,,,833,,,
9891,"Prelude in A minor, BWV.569",,Keyboard,0,0,,,,569,,,
9938,"Prelude in B minor, BWV.923",,Keyboard,0,0,,,,923,,,
9130,"Prelude in C major, BWV.567, ""Per Organo pleno""",,Keyboard,0,0,,,,567,,,
9920,"Prelude in C major, BWV.deest",,Keyboard,0,0,,,,,,,
9873,"Prelude  in C minor, BWV.921",,Keyboard,0,0,,,,921,,,
9562,"Prelude in C minor, BWV.999",,Chamber,0,0,,,,999,,,"The Prelude in C&#160;Minor, BWV&#160;999, is, according to its only extant 18th-century manuscript, a composition for lute by Johann Sebastian Bach. In the manuscript, conserved as Fascicle&#160;19 of Mus.ms. Bach P&#160;804 at the Berlin State Library, Johann Peter Kellner wrote the piece down in keyboard notation. The time of origin of the work is not known: possibly Bach composed it in his Köthen period, that is, between 1717 and 1723, or the early years of his ensuing Leipzig period. Kellner's copy was produced after 1727, but before Bach's death in 1750."
10145,"Prelude in D minor, BWV.926",,Keyboard,0,0,,,,926,,,
9418,"Prelude in E minor, BWV.855a",,Keyboard,0,0,,,,855,,,"The Prelude and Fugue in E&#160;minor, BWV&#160;855, is the 10th prelude and fugue for keyboard (harpsichord) in the first book of The Well Tempered Clavier, composed in 1722 by Johann Sebastian Bach.&#91;1&#93; The Prelude in E&#160;minor, BWV&#160;855a, features as No.&#160;18 (""Praeludium&#160;5"") in the 1720 Klavierbüchlein für Wilhelm Friedemann Bach. BWV&#160;855a may also refer to both this Prelude and a Fughetta in the same key, an early version of BWV&#160;855. Alexander Siloti made a piano arrangement in B&#160;minor of the Prelude BWV&#160;855a."
9275,"Prelude in F major, BWV.928",,Keyboard,0,0,,,,928,,,
9722,"Prelude in G major, BWV.568",,Keyboard,0,0,,,,568,,,
9262,"Prélude no. 2 en Do Mineur, BWV.871",,Keyboard,0,0,,,,871,,,"The Prelude and Fugue in C minor, BWV 871, is a keyboard composition by Johann Sebastian Bach.&#91;1&#93; It is the second prelude and fugue in the second book of The Well-Tempered Clavier, a series of 48 preludes and fugues by the composer. It was composed in 1738.&#91;2&#93;"
9175,"Prélude no. 3 en do dièse majeur, BWV.872",,Keyboard,0,0,,,,872,,,"The Prelude and Fugue in C&#x266f; major, BWV&#160;872, is a keyboard composition written by Johann Sebastian Bach. It is the third prelude and fugue in the second book of The Well-Tempered Clavier, a series of 48 preludes and fugues in every major and minor key."
9380,"Prélude no. 4 en do dièse mineur, BWV.849 ",,Keyboard,0,0,,,,849,,,"The Prelude and Fugue in C&#x266f; minor, BWV&#160;849, is a pair of keyboard compositions by Johann Sebastian Bach. It is the fourth prelude and fugue in the first book of The Well-Tempered Clavier, a series of 48 preludes and fugues by the composer."
10084,"Prélude no. 4 en Do Dièse Mineur, BWV.873",,Keyboard,0,0,,,,873,,,"The Prelude and Fugue in C&#x266f; minor, BWV&#160;873, is a keyboard composition written by Johann Sebastian Bach in 1738.&#91;1&#93; It is the 4th prelude and fugue in Book&#160;II of The Well-Tempered Clavier."
9874,"Prélude no. 5 en Ré Majeur, BWV.874",,Keyboard,0,0,,,,874,,,"The Prelude and Fugue in D major, BWV 874, is a keyboard composition by Johann Sebastian Bach. It is the fifth prelude and fugue in the second book of Bach's The Well-Tempered Clavier, a series of 48 preludes and fugues. It was composed between 1739 and 1742.&#91;1&#93;"
9961,"Prélude no. 6 en Ré Mineur, BWV.875",,Keyboard,0,0,,,,875,,,"The Prelude and Fugue in D minor, BWV 875 is a keyboard composition written by Johann Sebastian Bach. It is the sixth prelude and fugue in the second book of The Well-Tempered Clavier, a series of 48 preludes and fugues by the composer.&#91;1&#93;"
9253,"Prélude no. 7 en Mi Bémol Majeur, BWV.876",,Keyboard,0,0,,,,876,,,
9545,"Prélude no. 8 en mi bémol mineur, BWV.853 ",,Keyboard,0,0,,,,853,,,
9729,"Prélude no. 8 en Ré Dièse Mineur, BWV.877",,Keyboard,0,0,,,,877,,,
9116,"Prélude no. 9 en Mi Majeur, BWV.878",,Keyboard,0,0,,,,878,,,
9554,"Prélude no. 10 en Mi Mineur, BWV.879",,Keyboard,0,0,,,,879,,,"Prelude and Fugue in E minor, BWV 879, is the tenth piece in the second book of The Well-Tempered Clavier by Johann Sebastian Bach, compiled between 1739 and 1744."
9146,"Prélude no. 11 en Fa Majeur, BWV.880",,Keyboard,0,0,,,,880,,,"The Prelude and Fugue in F major, BWV 880, is the 11th pair of preludes and fugues in the second book of The Well-Tempered Clavier by Johann Sebastian Bach, composed between 1739 and 1744."
9473,"Prélude no. 12 en Fa Mineur, BWV.881",,Keyboard,0,0,,,,881,,,"The Prelude and Fugue in F minor, BWV&#160;881, is a keyboard composition written by Johann Sebastian Bach. It is the twelfth prelude and fugue in the second book of The Well-Tempered Clavier, a series of 48 preludes and fugues by the composer."
10088,"Prélude no. 13 en Fa Dièse Majeur, BWV.882",,Keyboard,0,0,,,,882,,,
9683,"Prélude no. 14 en Fa Dièse Mineur, BWV.883",,Keyboard,0,0,,,,883,,,
9899,"Prélude no. 14 en fa dièse mineur, BWV.883 ",,Keyboard,0,0,,,,883,,,
9949,"Prélude no. 15 en Sol Majeur, BWV.884",,Keyboard,0,0,,,,884,,,
10191,"Prélude no. 16 en Sol Mineur, BWV.885",,Keyboard,0,0,,,,885,,,
9758,"Prélude no. 17 en la Bémol Majeur, BWV.886",,Keyboard,0,0,,,,886,,,
9606,"Prélude no. 18 en Sol Dièse Mineur, BWV.887",,Keyboard,0,0,,,,887,,,"The Prelude and Fugue in G&#x266f; minor, BWV 887, is the eighteenth prelude and fugue in the second volume of The Well-Tempered Clavier by Johann Sebastian Bach. It was written in 1738.&#91;1&#93;"
